customer_tweet_id,customer_text,brand_text,true_intent,should_escalate,escalation_reason
2305441,"Dear , I have always been a huge fan of your products but currently my iPhone is deleting text conersations, closing Safari tabs, and will not download/install the new update even though it says I have the room to. Please fix this. -Concerned Customer Sent from my Lenovo",We want you to have a good experience with our products. Let's fix this together. What version of iOS is on your iPhone? You'll find it in Settings &gt; General &gt; About.,update_glitch,False,"Standard issue, safe to auto-handle."
1340794,you need to fix the real problem.,Thank you for reaching out. We want to be sure we've got the issue. Is this happening in WhatsApp?,customer_service_complaint,True,Intent indicates a severe complaint or anger.
399355,I need help,"We're here for you. Does this message appear while connected to Wi-Fi, cellular data, or both? DM us with details here:",other,False,"Standard issue, safe to auto-handle."
1940166,"Hi, I’m using iOS version 11.0.3, on iPhone SE",Thanks for sharing that with us. We’d like to know more about the symbol you are typing and what happens via DM.,other,False,"Standard issue, safe to auto-handle."
1837845,Agreed,We're happy to help get volume buttons controlling audio like you expect. Do you get any response at all when you use them?,other,False,"Standard issue, safe to auto-handle."
1981867,you’ve killed my battery life with new iOS! Please fix? :(,"We want your battery working as it should. Reply by DM, and let us know the device and version number you're using.",battery_issue,False,"Standard issue, safe to auto-handle."
2450927,"I write in whatsaap and The letters are slow, all are bad, The batery no work good, battery runs out very fast","Let's work on a solution together. To start, please DM us with the country where you're located.",battery_issue,False,"Standard issue, safe to auto-handle."
1989881,"after last update my iphone 6s plus, camera shake and inner sounds comes out from somewhere in the phone. I need new iphone x","We’d love to help with your camera. To start, please send us a DM confirming which camera is giving you the issue.",hardware_failure,False,"Standard issue, safe to auto-handle."
1736087,11.1,Thank you. Please DM us via the following link and we'll help you further.,update_glitch,False,"Standard issue, safe to auto-handle."
402254,Can anyone on her let me know if you can use Photoshop on an iPad??? #QTNA,You can definitely use Adobe apps on your iPad. Check out our article to help you find Photoshop:,other,False,"Standard issue, safe to auto-handle."
2021138,Dear fix this I️,Here’s what you can do to work around the issue until it’s fixed in a future software update:,other,False,"Standard issue, safe to auto-handle."
2468881,why is my “I️” coming out as an “A?” Help,Here’s what you can do to work around the issue until it’s fixed in a future software update:,hardware_failure,False,"Standard issue, safe to auto-handle."
2065881,Ios11 freezes the phone and apps like crazy every since you released the update. iPhone 7,Let's work together and see if we can get it worked out. Send us a DM and we will go from there.,update_glitch,False,"Standard issue, safe to auto-handle."
2310359,"🗣🗣🗣TELL ME MY BIGG ISNT FLAWLESS! Bless us with an update fam, my phone keep over heatinggggg 🔥🔥🔥🔥",It's important that you have a working iPhone. Send us a DM and we'll work on this together.,update_glitch,False,"Standard issue, safe to auto-handle."
292363,"what a shitty update again from you #apple my phone once fixed, now agan battery fucked up. Shame on you. My last iphone😡😡😡",Let's look into that. Send us a DM and we'll go from there.,battery_issue,False,"Standard issue, safe to auto-handle."
1762126,Glad I spent half my break going to an appt at the store for them to tell me they can’t fix my phone cause the system is down 🙃🙃🙃,We'd like to know more. DM us the details and we'll go from there.,customer_service_complaint,True,Intent indicates a severe complaint or anger.
408848,#help can you help me out please? Basically I bought music from iTunes n now my phones wiped I can’t seem to find it at all ?,We're here for you. DM us and we'll go from there.,account_and_services,False,"Standard issue, safe to auto-handle."
2261436,"I tried installing High Sierra on my iMac and it never works, leading me to Restart it, but it always goes back to the same message. How shall I proceed?",We’d be happy to help out with updating your macOS. Meet us in DM to begin.,update_glitch,False,"Standard issue, safe to auto-handle."
2147786,when getting a new iphone what is the best thing to do for the battery? use it till it fully dies than full charge or charge fully before use? or?,Glad you reached out. Please DM us and we can chat.,battery_issue,False,"Standard issue, safe to auto-handle."
1429788,11.0.3 and yes,Let's take a look at this further for you. Reach out to us in DM,other,False,"Standard issue, safe to auto-handle."
1758944,why won’t the podcast app automatically play the next episode? #iOS11 encourages me to mess w/ my phone while driving.,"We'd like to help. This shows how to add an episode to 'Up Next', so you can listen continuously:",other,False,"Standard issue, safe to auto-handle."
2943383,Hey Can anyone tell me why my brand new iPhone randomly just decided to suddenly stop recognizing most of my contacts names? It displays their number on my messages even though they have a contact. I’ve even reset the damn phone and it didn’t fix it.,"Thanks for reaching out. We know how important it is to be able to quickly see who is texting you with the name. We can help. If you open the Contacts app, do the names show correctly there? Also, have you tried restarting the iPhone since this started happening?",account_and_services,False,"Standard issue, safe to auto-handle."
2122597,hi i need to get a new apple id without using a credit card please help me,Thanks for reaching out. Try these steps to create an Apple ID without a payment method:,account_and_services,False,"Standard issue, safe to auto-handle."
2355131,Great. Updated and the I issue is gone but my battery is disintegrating.,"We can take a look into this with you. After the update, it is a great idea to ensure your settings are optimized for the battery performance. Check out the tips here:",battery_issue,False,"Standard issue, safe to auto-handle."
637456,Having trouble with pairing my MID II Bluetooth and Macbook Pro. Anyone who can help? Thanks! #Music #Question,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,other,False,"Standard issue, safe to auto-handle."
662801,Is IOS 10.3.3 still being signed for iPhone 6s?,Can you clarify your question a little more? We are unable to discern what it is you are asking exactly. Thank you.,update_glitch,False,"Standard issue, safe to auto-handle."
1781997,please fix #iPhone messaging. It won’t pull up current phone numbers. It’s been a mess since the update,"We'd be happy to take a look! To begin, feel free to DM us what iOS version you're currently on and we'll go from there:",update_glitch,False,"Standard issue, safe to auto-handle."
1335282,since the new IOS is there a problem with my iPhone 6 . the screen freezes a lot . And i can't do anything . The phone is also very hot than,Let's take a closer look. Reach out via DM using the link below.,update_glitch,False,"Standard issue, safe to auto-handle."
1674047,"My phone is iPhone 8 using iOS 11.1 it’s shafting down every day one or two times , my I know what is the problem",We'd be happy to look into this with you. Can you please DM us and tell us how long you have been having this issue?,battery_issue,False,"Standard issue, safe to auto-handle."
981636,My wonderful iPhone 6 Plus is now a useless piece of junk. IOS 11.0.2 is a real disaster!,We're here to help. Let's take this to DM so we can better assist you.,update_glitch,False,"Standard issue, safe to auto-handle."
1674171,I’m trying to understand and our failure to type “I” without it turning into a question mark........#explain,Here’s what you can do to work around the issue until it’s fixed in a future software update:,hardware_failure,False,"Standard issue, safe to auto-handle."
1437539,"Trying to update my credit card infos on my account (swiss french account), but I can't read this chinese-like menu...",We'd love to help. What device are you updating your payment info from? Are you updating info from within iTunes?,account_and_services,False,"Standard issue, safe to auto-handle."
486299,bro tell me why everytime I listen to music and when I get a snap my music pauses,We want to help. Please meet us in DM.,account_and_services,False,"Standard issue, safe to auto-handle."
2686614,HEKP ME PLEASEEEEEEEEEEEEE,We've got your DM and will continue with you there. Be on the lookout for our reply. Thank you!,other,False,"Standard issue, safe to auto-handle."
2465704,how to fix the white exclamation on photos in library on iPhone??,We want to help! What model of iPhone are you using? Do you have the most recent version of iOS 11.0.3 downloaded?,other,False,"Standard issue, safe to auto-handle."
1043526,Yes I restarted my iPhone and the problem continues I have reports from friends that their iPhone are also having the same problem,You are awesome for trying that. Thank you. Let's look into this together. Please send us a DM with details to continue.,other,False,"Standard issue, safe to auto-handle."
2345897,I can’t seem to type on my iPhone when it is cold. Have you ever seen this?,Thanks for reaching out. What temperature range are you having trouble with when using your iPhone?,hardware_failure,False,"Standard issue, safe to auto-handle."
1677110,I couldn't login game center how to fix this?,Thanks for reaching out. We'd be happy to help. Which iOS version are you using? You can check in Settings &gt; General &gt; About.,account_and_services,False,"Standard issue, safe to auto-handle."
2069894,"my charger just starting smoking, I think I need a new phone altogether🌚",That's definitely unexpected. Let's meet up in DM and discuss it.,hardware_failure,False,"Standard issue, safe to auto-handle."
1765067,When are you fixing this stupid “i “ issue ?,Here’s what you can do to work around the issue until it’s fixed in a future software update:,update_glitch,False,"Standard issue, safe to auto-handle."
1557343,my iPhone 6 is hard glitching and lagging bad in apps. Very slow. And I️ cannot us the letter I️ without I️t being a ? Box.,"Thanks for reaching out to us. Shoot us a DM when you have a chance, and we'll take it from there.",update_glitch,False,"Standard issue, safe to auto-handle."
1707650,Is going to release an update to fix this stupid I️ problem? I’m over I️t!!,Here’s what you can do to work around the issue until it’s fixed in a future software update:,update_glitch,False,"Standard issue, safe to auto-handle."
560426,8 plus and 11.1.1,"Great news, we just released a new update, iOS 11.2, that addresses the issues you are facing. We recommend backing up to iTunes or iCloud and then updating to it when you can.",other,False,"Standard issue, safe to auto-handle."
2742993,"Dear , please stop launching updates that ruin all of my personal settings (such as Touch ID, which doesn’t recognize any of my fingerprints anymore) and cause usually reliable apps to glitch. Much thanks, everyone ever. #UPDATE",We'd be happy to look into any issues you're having. Could you please send us a DM with what you're currently seeing so we can get started on this?,update_glitch,False,"Standard issue, safe to auto-handle."
2454123,Hey fix the fuckin itunes man the album covers never show up when i assign them its getting me pissed off its too automated now !!!!,Hi there! Which device are you using iTunes with? Let us know in a DM.,other,False,"Standard issue, safe to auto-handle."
2343627,I have a keyboard shortcut that types my address when I type it. It didn’t transfer from my iPhone 7s and there’s no way to create a new one when I go to settings&gt;general&gt;keyboard.,Let's take this to DM so we can better assist you.,account_and_services,False,"Standard issue, safe to auto-handle."
1944221,Never dealt with any freezes since I got this phone. All of a sudden these updates got restating very 5 mins smh. do better,"We'd be happy to look into this with you! To begin, feel free to DM us and we'll go from there:",update_glitch,False,"Standard issue, safe to auto-handle."
946822,My super hot macbook charger accidentally touched me and now im scarred for life. 😢,We'd like to find out more about this. Join us in DM and we'll go from there.,hardware_failure,False,"Standard issue, safe to auto-handle."
1164647,I've done all this and it still isn't working 😩,"Thank you for letting us know. Please follow the link at the bottom of the page to ""report a problem"".",other,False,"Standard issue, safe to auto-handle."
2427363,Ever since upgrading both iOS and tvOS airplay gives an error that video is disabled because display is not HD CP compliant,"We want you to be able to enjoy watching your content through AirPlay. So we can look into this with you, could you tell us if these are videos stored in your pictures or through an application? If an app, let us know what app(s) are involved.",update_glitch,False,"Standard issue, safe to auto-handle."
2001790,"I'm having trouble typing vowels on my keyboard. They are appearing as ""A?"" ... please help.","You're in the right place. Send a DM telling us the iPhone you have, the iOS version it's running, and the letters affected.",hardware_failure,False,"Standard issue, safe to auto-handle."
2229315,LE NOTIFICHE SVANISCONO OPPURE INACCESSIBILI PER QUALUNQUE APP DA MOLTEPLICI DISPOSITIVI E NON HA SENSO.,We offer support via Twitter in English. Contact us for help in your preferred language here:,other,False,"Standard issue, safe to auto-handle."
290513,"Yes - here is another example,","Thanks for following up. To clarify, are you running iOS 11.0.2?",other,False,"Standard issue, safe to auto-handle."
956375,iTunes won’t recognize my phone. Help?,You've come to the right place for help! Check out this link for steps to resolve this issue:,account_and_services,False,"Standard issue, safe to auto-handle."
1335419,I HATE my fucking iphone! locked out. too many accounts and passwords and passcodes. Never had to put passed in phone before this 1,We'd be happy to look into this with you. Please reach out to us via DM and we'll get started.,account_and_services,False,"Standard issue, safe to auto-handle."
1003791,"Hey , it would be nice if my #iPhone would #reconnect to my #bluetooth devices when i reenable from the #controlcenter. Settings suck",Let's take a look at what's happening. Are the Bluetooth devices within range and powered on?,other,False,"Standard issue, safe to auto-handle."
1920047,"y’all need to fix this fucking update !!!phone dying in 2 minutes after being on 100% this is some bullshit, android here i come 🙄",Was this the 11.0.3 update? Send us a DM and we'll do our best to help.,update_glitch,False,"Standard issue, safe to auto-handle."
1151676,my 2011 macbook pro keeps shutting off and glitching by itself. what should i do,We'd be happy to help with your Mac. Are you able to start your Mac using safe mode? How to use safe mode:,hardware_failure,False,"Standard issue, safe to auto-handle."
